"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","state_short","state_long"
"MO","Carroll County","835","2,796","1,501","1,054",13.5,45.2,24.3,17,"MO","Missouri"
"MO","Carter County","708","1,568","1,231","694",16.9,37.3,29.3,16.5,"MO","Missouri"
"MO","Cass County","5,293","22,934","22,980","18,128",7.6,33.1,33.1,26.1,"MO","Missouri"
"MO","Cedar County","1,505","3,880","2,791","1,482",15.6,40.2,28.9,15.3,"MO","Missouri"
"MO","Chariton County","528","2,594","1,201","977",10,48.9,22.7,18.4,"MO","Missouri"
"MO","Christian County","4,552","17,114","18,778","15,877",8.1,30.4,33.3,28.2,"MO","Missouri"
"MO","Clark County","714","2,101","1,320","644",14.9,44,27.6,13.5,"MO","Missouri"
"MO","Clay County","11,012","46,437","50,816","52,696",6.8,28.8,31.6,32.7,"MO","Missouri"
"MO","Clinton County","1,191","5,572","4,638","2,744",8.4,39.4,32.8,19.4,"MO","Missouri"
"MO","Cole County","4,246","16,159","14,918","17,308",8.1,30.7,28.3,32.9,"MO","Missouri"
"MO","Cooper County","1,349","4,751","3,507","2,623",11,38.8,28.7,21.4,"MO","Missouri"
"MO","Crawford County","3,868","6,631","4,464","1,893",22.9,39.3,26.5,11.2,"MO","Missouri"
"MO","Dade County","755","2,405","1,553","744",13.8,44.1,28.5,13.6,"MO","Missouri"
"MO","Dallas County","2,046","4,785","3,122","1,406",18,42.1,27.5,12.4,"MO","Missouri"
"MO","Daviess County","844","2,245","1,421","999",15.3,40.8,25.8,18.1,"MO","Missouri"
"MO","DeKalb County","1,212","4,279","2,492","1,442",12.9,45.4,26.4,15.3,"MO","Missouri"
"MO","Dent County","2,097","4,431","2,850","1,599",19.1,40.4,26,14.6,"MO","Missouri"
"MO","Douglas County","1,796","4,289","2,544","1,008",18.6,44.5,26.4,10.5,"MO","Missouri"
"MO","Dunklin County","4,919","7,497","5,022","2,631",24.5,37.4,25,13.1,"MO","Missouri"
"MO","Franklin County","8,476","23,225","24,949","14,241",12,32.8,35.2,20.1,"MO","Missouri"
"MO","Gasconade County","1,340","4,155","3,073","2,003",12.7,39.3,29.1,18.9,"MO","Missouri"
"MO","Gentry County","488","1,942","1,270","813",10.8,43,28.1,18,"MO","Missouri"
"MO","Greene County","15,773","52,936","62,556","56,756",8.4,28.2,33.3,30.2,"MO","Missouri"
"MO","Grundy County","819","2,704","1,969","1,272",12.1,40,29.1,18.8,"MO","Missouri"
"MO","Harrison County","753","2,693","1,485","953",12.8,45.8,25.2,16.2,"MO","Missouri"
"MO","Henry County","1,876","6,578","4,646","2,395",12.1,42.5,30,15.5,"MO","Missouri"
"MO","Hickory County","1,105","3,175","2,299","732",15.1,43.4,31.4,10,"MO","Missouri"
"MO","Holt County","301","1,449","895","653",9.1,43.9,27.1,19.8,"MO","Missouri"
"MO","Howard County","761","2,530","1,674","1,606",11.6,38.5,25.5,24.4,"MO","Missouri"
"MO","Howell County","3,473","10,783","8,506","4,499",12.7,39.6,31.2,16.5,"MO","Missouri"
"MO","Iron County","1,411","3,104","2,032","803",19.2,42.2,27.6,10.9,"MO","Missouri"
"MO","Jackson County","45,492","133,015","145,567","144,748",9.7,28.4,31,30.9,"MO","Missouri"
"MO","Jasper County","10,108","26,762","23,227","17,854",13,34.3,29.8,22.9,"MO","Missouri"
"MO","Jefferson County","17,126","48,743","56,558","30,916",11.2,31.8,36.9,20.2,"MO","Missouri"
"MO","Johnson County","2,478","9,392","10,336","8,808",8,30.3,33.3,28.4,"MO","Missouri"
"MO","Knox County","320","1,233","701","422",12,46.1,26.2,15.8,"MO","Missouri"
"MO","Laclede County","3,964","9,453","7,182","3,546",16.4,39.2,29.7,14.7,"MO","Missouri"
"MO","Lafayette County","2,125","9,738","6,175","4,527",9.4,43.2,27.4,20.1,"MO","Missouri"
"MO","Lawrence County","4,277","9,441","7,879","3,902",16.8,37,30.9,15.3,"MO","Missouri"
"MO","Lewis County","850","2,995","1,771","912",13,45.9,27.1,14,"MO","Missouri"
"MO","Lincoln County","4,273","15,381","11,028","5,802",11.7,42.2,30.2,15.9,"MO","Missouri"
"MO","Linn County","922","3,845","2,302","1,287",11,46,27.5,15.4,"MO","Missouri"
"MO","Livingston County","1,501","4,140","2,989","2,067",14,38.7,27.9,19.3,"MO","Missouri"
"MO","McDonald County","3,530","6,106","3,632","1,779",23.5,40.6,24.1,11.8,"MO","Missouri"
"MO","Macon County","1,302","4,673","2,898","1,649",12.4,44.4,27.5,15.7,"MO","Missouri"
"MO","Madison County","1,528","2,950","2,789","1,297",17.8,34.4,32.6,15.1,"MO","Missouri"
"MO","Maries County","862","2,554","2,026","891",13.6,40.3,32,14.1,"MO","Missouri"
"MO","Marion County","2,225","7,348","5,664","4,023",11.6,38.2,29.4,20.9,"MO","Missouri"
"MO","Mercer County","251","1,153","612","442",10.2,46.9,24.9,18,"MO","Missouri"
"MO","Miller County","2,310","7,415","4,609","2,852",13.4,43.1,26.8,16.6,"MO","Missouri"
"MO","Mississippi County","2,480","3,848","2,188","1,204",25.5,39.6,22.5,12.4,"MO","Missouri"
"MO","Moniteau County","1,679","4,501","2,434","2,017",15.8,42.3,22.9,19,"MO","Missouri"
"MO","Monroe County","644","2,957","1,735","786",10.5,48.3,28.3,12.8,"MO","Missouri"
"MO","Montgomery County","1,294","3,656","2,098","1,121",15.8,44.8,25.7,13.7,"MO","Missouri"
"MO","Morgan County","2,945","5,701","3,753","1,831",20.7,40.1,26.4,12.9,"MO","Missouri"
"MO","New Madrid County","2,694","5,435","2,578","1,561",22,44.3,21,12.7,"MO","Missouri"
"MO","Newton County","5,201","13,464","12,748","7,708",13.3,34.4,32.6,19.7,"MO","Missouri"
"MO","Nodaway County","938","4,805","3,253","3,466",7.5,38.6,26.1,27.8,"MO","Missouri"
"MO","Oregon County","1,379","3,051","2,227","929",18.2,40.2,29.4,12.2,"MO","Missouri"
"MO","Osage County","934","4,051","2,504","1,747",10.1,43.9,27.1,18.9,"MO","Missouri"
"MO","Ozark County","1,177","3,079","1,802","842",17.1,44.6,26.1,12.2,"MO","Missouri"
"MO","Pemiscot County","2,536","4,563","2,624","1,337",22.9,41.3,23.7,12.1,"MO","Missouri"
"MO","Perry County","1,631","5,840","3,507","2,088",12.5,44.7,26.8,16,"MO","Missouri"
"MO","Pettis County","4,189","9,690","9,050","5,159",14.9,34.5,32.2,18.4,"MO","Missouri"
"MO","Phelps County","3,420","8,361","7,912","8,232",12.2,29.9,28.3,29.5,"MO","Missouri"
"MO","Pike County","2,048","5,771","2,916","2,065",16,45.1,22.8,16.1,"MO","Missouri"
"MO","Platte County","3,110","14,600","21,292","27,998",4.6,21.8,31.8,41.8,"MO","Missouri"
"MO","Polk County","2,522","7,499","6,072","4,111",12.5,37.1,30.1,20.3,"MO","Missouri"
"MO","Pulaski County","2,492","8,010","10,989","7,509",8.6,27.6,37.9,25.9,"MO","Missouri"
"MO","Putnam County","358","1,373","986","632",10.7,41,29.4,18.9,"MO","Missouri"
"MO","Ralls County","832","3,564","1,884","990",11.4,49,25.9,13.6,"MO","Missouri"
"MO","Randolph County","2,345","6,078","6,122","2,626",13.7,35.4,35.7,15.3,"MO","Missouri"
"MO","Ray County","2,035","7,256","4,303","2,189",12.9,46,27.3,13.9,"MO","Missouri"
"MO","Reynolds County","991","1,908","1,213","512",21.4,41.3,26.2,11.1,"MO","Missouri"
"MO","Ripley County","1,921","4,034","2,603","1,044",20,42,27.1,10.9,"MO","Missouri"
"MO","St. Charles County","13,874","66,271","83,702","99,685",5.3,25.1,31.8,37.8,"MO","Missouri"
"MO","St. Clair County","1,105","2,958","1,965","935",15.9,42.5,28.2,13.4,"MO","Missouri"
"MO","Ste. Genevieve County","1,430","5,054","3,908","2,239",11.3,40,30.9,17.7,"MO","Missouri"
"MO","St. Francois County","7,265","17,580","15,267","6,555",15.6,37.7,32.7,14,"MO","Missouri"
"MO","St. Louis County","46,247","146,184","199,438","297,633",6.7,21.2,28.9,43.2,"MO","Missouri"
"MO","Saline County","2,423","5,990","4,065","2,731",15.9,39.4,26.7,18,"MO","Missouri"
"MO","Schuyler County","425","1,386","801","342",14.4,46.9,27.1,11.6,"MO","Missouri"
"MO","Scotland County","713","1,213","813","374",22.9,39,26.1,12,"MO","Missouri"
"MO","Scott County","4,055","11,081","7,390","3,821",15.4,42.1,28,14.5,"MO","Missouri"
"MO","Shannon County","1,113","2,468","1,311","915",19.2,42.5,22.6,15.8,"MO","Missouri"
"MO","Shelby County","413","1,777","1,273","709",9.9,42.6,30.5,17,"MO","Missouri"
"MO","Stoddard County","3,974","8,277","5,618","2,727",19.3,40.2,27.3,13.2,"MO","Missouri"
"MO","Stone County","3,268","8,032","8,489","4,462",13.5,33.1,35,18.4,"MO","Missouri"
"MO","Sullivan County","693","2,203","1,031","545",15.5,49.3,23.1,12.2,"MO","Missouri"
"MO","Taney County","4,252","12,801","13,629","6,940",11.3,34,36.2,18.4,"MO","Missouri"
"MO","Texas County","3,048","7,304","5,377","2,590",16.6,39.9,29.4,14.1,"MO","Missouri"
"MO","Vernon County","1,583","5,782","4,008","2,438",11.5,41.9,29,17.7,"MO","Missouri"
"MO","Warren County","2,823","8,915","7,183","4,317",12.1,38.4,30.9,18.6,"MO","Missouri"
"MO","Washington County","4,026","6,679","4,930","1,615",23.3,38.7,28.6,9.4,"MO","Missouri"
"MO","Wayne County","2,384","3,613","2,654","988",24.7,37.5,27.5,10.3,"MO","Missouri"
"MO","Webster County","3,260","9,500","7,777","4,180",13.2,38.4,31.5,16.9,"MO","Missouri"
"MO","Worth County","191","622","407","259",12.9,42.1,27.5,17.5,"MO","Missouri"
"MO","Wright County","2,380","5,490","3,135","1,410",19.2,44.2,25.3,11.4,"MO","Missouri"
"MO","St. Louis city","28,768","51,909","62,051","76,966",13.1,23.6,28.2,35,"MO","Missouri"
"MT","Montana","48,608","208,896","233,893","222,870",6.8,29.2,32.7,31.2,"MT","Montana"
"MT","Beaverhead County","289","1,846","1,940","2,242",4.6,29.2,30.7,35.5,"MT","Montana"
"MT","Big Horn County","912","2,758","2,699","1,337",11.8,35.8,35,17.4,"MT","Montana"
"MT","Blaine County","450","1,069","1,703","899",10.9,25.9,41.3,21.8,"MT","Montana"
"MT","Broadwater County","240","1,571","1,311","1,156",5.6,36.7,30.6,27,"MT","Montana"
"MT","Carbon County","471","2,320","2,684","2,574",5.9,28.8,33.3,32,"MT","Montana"
"MT","Carter County","70","357","386","172",7.1,36.2,39.2,17.5,"MT","Montana"
"MT","Cascade County","4,574","17,475","18,811","14,389",8.3,31.6,34,26,"MT","Montana"
"MT","Chouteau County","275","1,276","1,306","1,074",7,32.5,33.2,27.3,"MT","Montana"
"MT","Custer County","612","2,470","3,370","1,869",7.4,29.7,40.5,22.5,"MT","Montana"
"MT","Daniels County","63","508","469","291",4.7,38.2,35.2,21.9,"MT","Montana"
"MT","Dawson County","378","2,394","2,318","1,356",5.9,37.1,36,21,"MT","Montana"
"MT","Deer Lodge County","707","2,621","2,411","1,208",10.2,37.7,34.7,17.4,"MT","Montana"
"MT","Fallon County","93","693","817","336",4.8,35.7,42.1,17.3,"MT","Montana"
"MT","Fergus County","562","2,472","2,853","2,395",6.8,29.8,34.4,28.9,"MT","Montana"
"MT","Flathead County","4,211","20,728","23,631","20,694",6.1,29.9,34.1,29.9,"MT","Montana"
"MT","Gallatin County","2,188","12,497","19,252","32,642",3.3,18.8,28.9,49,"MT","Montana"
"MT","Garfield County","35","314","279","127",4.6,41.6,37,16.8,"MT","Montana"
"MT","Glacier County","886","3,334","2,274","1,523",11.1,41.6,28.4,19,"MT","Montana"
"MT","Golden Valley County","30","229","165","148",5.2,40,28.8,25.9,"MT","Montana"
"MT","Granite County","215","827","789","665",8.6,33.1,31.6,26.6,"MT","Montana"
"MT","Hill County","1,067","3,041","3,621","2,510",10.4,29.7,35.4,24.5,"MT","Montana"
"MT","Jefferson County","441","2,435","2,764","2,909",5.2,28.5,32.3,34,"MT","Montana"
"MT","Judith Basin County","71","504","501","432",4.7,33.4,33.2,28.6,"MT","Montana"
"MT","Lake County","1,790","6,056","6,816","5,708",8.8,29.7,33.5,28,"MT","Montana"
"MT","Lewis and Clark County","2,356","11,498","15,025","18,118",5,24.5,32,38.6,"MT","Montana"
"MT","Liberty County","422","402","587","280",25,23.8,34.7,16.6,"MT","Montana"
"MT","Lincoln County","1,798","5,162","4,822","2,988",12.2,34.9,32.6,20.2,"MT","Montana"
"MT","McCone County","82","492","431","193",6.8,41.1,36,16.1,"MT","Montana"
"MT","Madison County","302","2,185","2,118","1,868",4.7,33.8,32.7,28.9,"MT","Montana"
"MT","Meagher County","80","598","420","387",5.4,40.3,28.3,26.1,"MT","Montana"
"MT","Mineral County","343","1,154","1,132","549",10.8,36.3,35.6,17.3,"MT","Montana"
"MT","Missoula County","3,471","16,405","24,461","32,817",4.5,21.3,31.7,42.5,"MT","Montana"
"MT","Musselshell County","365","1,481","1,147","492",10.5,42.5,32.9,14.1,"MT","Montana"
"MT","Park County","563","3,884","3,869","3,994",4.6,31.6,31.4,32.4,"MT","Montana"
"MT","Petroleum County","4","137","99","98",1.2,40.5,29.3,29,"MT","Montana"
"MT","Phillips County","302","1,019","941","583",10.6,35.8,33.1,20.5,"MT","Montana"
"MT","Pondera County","299","1,379","1,372","1,004",7.4,34,33.8,24.8,"MT","Montana"
"MT","Powder River County","64","351","493","326",5.2,28.4,40,26.4,"MT","Montana"
"MT","Powell County","594","1,957","1,616","1,105",11.3,37.1,30.7,21,"MT","Montana"
"MT","Prairie County","70","372","327","203",7.2,38.3,33.6,20.9,"MT","Montana"
"MT","Ravalli County","2,796","9,381","10,391","8,372",9,30.3,33.6,27.1,"MT","Montana"
"MT","Richland County","586","2,906","2,687","1,452",7.7,38.1,35.2,19,"MT","Montana"
"MT","Roosevelt County","856","2,244","2,267","1,110",13.2,34.6,35,17.1,"MT","Montana"
"MT","Rosebud County","744","1,855","2,139","1,041",12.9,32.1,37,18,"MT","Montana"
"MT","Sanders County","942","3,757","2,592","1,505",10.7,42.7,29.5,17.1,"MT","Montana"
"MT","Sheridan County","195","750","1,009","604",7.6,29.3,39.4,23.6,"MT","Montana"
"MT","Silver Bow County","1,911","7,910","7,429","6,177",8.2,33.8,31.7,26.4,"MT","Montana"
"MT","Stillwater County","344","2,414","2,281","1,704",5.1,35.8,33.8,25.3,"MT","Montana"
"MT","Sweet Grass County","131","993","872","684",4.9,37.1,32.5,25.5,"MT","Montana"
"MT","Teton County","326","1,358","1,487","1,024",7.8,32.4,35.4,24.4,"MT","Montana"
"MT","Toole County","530","1,396","1,128","518",14.8,39.1,31.6,14.5,"MT","Montana"
"MT","Treasure County","33","203","200","134",5.8,35.6,35.1,23.5,"MT","Montana"
"MT","Valley County","327","1,989","1,890","1,108",6.2,37.4,35.6,20.9,"MT","Montana"
"MT","Wheatland County","289","504","353","283",20.2,35.3,24.7,19.8,"MT","Montana"
"MT","Wibaux County","102","328","209","168",12.6,40.6,25.9,20.8,"MT","Montana"
"MT","Yellowstone County","6,751","32,637","34,929","33,325",6.3,30.3,32.4,31,"MT","Montana"
"NE","Nebraska","110,739","326,549","415,959","389,216",8.9,26.3,33.5,31.3,"NE","Nebraska"
"NE","Adams County","2,051","5,718","7,564","5,081",10,28,37.1,24.9,"NE","Nebraska"
"NE","Antelope County","334","1,458","1,782","844",7.6,33,40.3,19.1,"NE","Nebraska"
"NE","Arthur County","16","74","112","78",5.7,26.4,40,27.9,"NE","Nebraska"
"NE","Banner County","15","150","242","106",2.9,29.2,47.2,20.7,"NE","Nebraska"
"NE","Blaine County","13","112","147","80",3.7,31.8,41.8,22.7,"NE","Nebraska"
"NE","Boone County","214","1,262","1,443","756",5.8,34.3,39.3,20.6,"NE","Nebraska"
"NE","Box Butte County","621","2,523","3,001","1,363",8.3,33.6,40,18.2,"NE","Nebraska"
"NE","Boyd County","82","629","522","275",5.4,41.7,34.6,18.2,"NE","Nebraska"
"NE","Brown County","180","918","709","445",8,40.8,31.5,19.8,"NE","Nebraska"
"NE","Buffalo County","2,090","7,469","10,039","10,437",7,24.9,33.4,34.7,"NE","Nebraska"
"NE","Burt County","444","1,720","1,640","841",9.6,37,35.3,18.1,"NE","Nebraska"
"NE","Butler County","438","2,100","1,926","1,108",7.9,37.7,34.6,19.9,"NE","Nebraska"
"NE","Cass County","896","5,272","6,612","4,824",5.1,29.9,37.6,27.4,"NE","Nebraska"
"NE","Cedar County","428","2,025","2,177","1,115",7.4,35.2,37.9,19.4,"NE","Nebraska"
"NE","Chase County","307","679","1,148","560",11.4,25.2,42.6,20.8,"NE","Nebraska"
"NE","Cherry County","364","1,360","1,558","883",8.7,32.7,37.4,21.2,"NE","Nebraska"
"NE","Cheyenne County","457","1,927","2,640","1,783",6.7,28.3,38.8,26.2,"NE","Nebraska"
"NE","Clay County","396","1,390","1,680","779",9.3,32.7,39.6,18.4,"NE","Nebraska"
"NE","Colfax County","1,971","1,958","1,728","963",29.8,29.6,26.1,14.5,"NE","Nebraska"
"NE","Cuming County","771","2,205","1,713","1,419",12.6,36.1,28,23.2,"NE","Nebraska"
"NE","Custer County","536","2,386","3,025","1,570",7.1,31.7,40.2,20.9,"NE","Nebraska"
"NE","Dakota County","3,156","4,524","3,183","1,555",25.4,36.4,25.6,12.5,"NE","Nebraska"
"NE","Dawes County","255","1,286","1,849","1,987",4.7,23.9,34.4,37,"NE","Nebraska"
"NE","Dawson County","3,384","4,906","4,631","2,397",22.1,32,30.2,15.6,"NE","Nebraska"
"NE","Deuel County","141","462","562","219",10.2,33.4,40.6,15.8,"NE","Nebraska"
"NE","Dixon County","444","1,410","1,238","798",11.4,36.2,31.8,20.5,"NE","Nebraska"
"NE","Dodge County","2,626","8,926","8,482","4,563",10.7,36.3,34.5,18.6,"NE","Nebraska"
"NE","Douglas County","35,961","76,856","107,561","140,449",10,21.3,29.8,38.9,"NE","Nebraska"
"NE","Dundy County","241","297","536","259",18.1,22.3,40.2,19.4,"NE","Nebraska"
"NE","Fillmore County","331","1,477","1,471","815",8.1,36.1,35.9,19.9,"NE","Nebraska"
"NE","Franklin County","164","796","909","372",7.3,35.5,40.6,16.6,"NE","Nebraska"
"NE","Frontier County","82","543","798","356",4.6,30.5,44.9,20,"NE","Nebraska"
"NE","Furnas County","388","1,126","1,234","642",11.4,33.2,36.4,18.9,"NE","Nebraska"
"NE","Gage County","1,571","5,384","5,249","3,096",10.3,35.2,34.3,20.2,"NE","Nebraska"
"NE","Garden County","97","447","528","356",6.8,31.3,37,24.9,"NE","Nebraska"
"NE","Garfield County","56","439","623","319",3.9,30.5,43.4,22.2,"NE","Nebraska"
"NE","Gosper County","65","532","519","400",4.3,35.1,34.2,26.4,"NE","Nebraska"
"NE","Grant County","16","183","170","124",3.2,37.1,34.5,25.2,"NE","Nebraska"
"NE","Greeley County","106","567","715","292",6.3,33.8,42.6,17.4,"NE","Nebraska"
"NE","Hall County","6,026","12,202","12,887","8,235",15.3,31,32.7,20.9,"NE","Nebraska"
"NE","Hamilton County","334","1,919","2,367","1,624",5.3,30.7,37.9,26,"NE","Nebraska"
"NE","Harlan County","243","711","967","522",9.9,29.1,39.6,21.4,"NE","Nebraska"
"NE","Hayes County","82","185","302","126",11.8,26.6,43.5,18.1,"NE","Nebraska"
"NE","Hitchcock County","148","764","746","380",7.3,37.5,36.6,18.6,"NE","Nebraska"
"NE","Holt County","518","2,333","2,724","1,504",7.3,33,38.5,21.2,"NE","Nebraska"
"NE","Hooker County","33","177","179","122",6.5,34.6,35,23.9,"NE","Nebraska"
"NE","Howard County","319","1,663","1,556","914",7.2,37.4,35,20.5,"NE","Nebraska"
"NE","Jefferson County","451","2,056","1,854","789",8.8,39.9,36,15.3,"NE","Nebraska"
"NE","Johnson County","521","1,588","1,052","602",13.8,42.2,28,16,"NE","Nebraska"
"NE","Kearney County","172","1,523","1,748","1,010",3.9,34.2,39.3,22.7,"NE","Nebraska"
"NE","Keith County","531","1,910","2,323","1,241",8.8,31.8,38.7,20.7,"NE","Nebraska"
"NE","Keya Paha County","26","196","203","126",4.7,35.6,36.8,22.9,"NE","Nebraska"
"NE","Kimball County","301","887","960","478",11.5,33.8,36.6,18.2,"NE","Nebraska"
"NE","Knox County","519","1,954","2,128","1,273",8.8,33.3,36.2,21.7,"NE","Nebraska"
"NE","Lancaster County","12,495","42,019","62,851","74,339",6.5,21.9,32.8,38.8,"NE","Nebraska"
"NE","Lincoln County","1,642","7,268","9,973","5,364",6.8,30,41.1,22.1,"NE","Nebraska"
"NE","Logan County","43","164","263","115",7.4,28,45,19.7,"NE","Nebraska"
"NE","Loup County","10","163","181","107",2.2,35.4,39.3,23.2,"NE","Nebraska"
"NE","McPherson County","37","84","133","84",10.9,24.9,39.3,24.9,"NE","Nebraska"
"NE","Madison County","2,260","7,034","8,494","5,147",9.9,30.7,37,22.4,"NE","Nebraska"
"NE","Merrick County","332","1,814","2,396","954",6,33,43.6,17.4,"NE","Nebraska"
"NE","Morrill County","450","1,108","1,198","611",13.4,32.9,35.6,18.1,"NE","Nebraska"
"NE","Nance County","213","915","880","496",8.5,36.5,35.1,19.8,"NE","Nebraska"
"NE","Nemaha County","320","1,447","1,542","1,292",7,31.4,33.5,28.1,"NE","Nebraska"
"NE","Nuckolls County","235","1,200","1,078","595",7.6,38.6,34.7,19.1,"NE","Nebraska"
"NE","Otoe County","924","3,956","3,633","2,368",8.5,36.4,33.4,21.8,"NE","Nebraska"
"NE","Pawnee County","230","783","598","342",11.8,40.1,30.6,17.5,"NE","Nebraska"
"NE","Perkins County","220","521","789","533",10.7,25.3,38.2,25.8,"NE","Nebraska"
"NE","Phelps County","396","1,994","2,235","1,617",6.3,31.9,35.8,25.9,"NE","Nebraska"
"NE","Pierce County","254","1,673","1,852","1,082",5.2,34.4,38.1,22.3,"NE","Nebraska"
"NE","Platte County","2,463","6,665","7,768","4,822",11.3,30.7,35.8,22.2,"NE","Nebraska"
"NE","Polk County","294","1,207","1,387","771",8,33,37.9,21.1,"NE","Nebraska"
"NE","Red Willow County","580","2,331","3,066","1,387",7.9,31.7,41.6,18.8,"NE","Nebraska"
"NE","Richardson County","396","2,071","2,282","1,060",6.8,35.7,39.3,18.2,"NE","Nebraska"
"NE","Rock County","50","384","346","206",5.1,38.9,35.1,20.9,"NE","Nebraska"
"NE","Saline County","1,382","3,097","3,053","1,255",15.7,35.2,34.7,14.3,"NE","Nebraska"
"NE","Sarpy County","5,401","23,961","38,715","45,557",4.8,21.1,34.1,40.1,"NE","Nebraska"
"NE","Saunders County","1,035","4,253","5,370","3,620",7.2,29.8,37.6,25.4,"NE","Nebraska"
"NE","Scotts Bluff County","3,016","7,002","8,777","5,412",12.5,28.9,36.3,22.4,"NE","Nebraska"
"NE","Seward County","643","2,916","4,119","3,165",5.9,26.9,38,29.2,"NE","Nebraska"
"NE","Sheridan County","354","1,266","1,202","873",9.6,34.3,32.5,23.6,"NE","Nebraska"
"NE","Sherman County","157","865","804","405",7,38.8,36,18.2,"NE","Nebraska"
"NE","Sioux County","60","278","320","239",6.7,31,35.7,26.6,"NE","Nebraska"
"NE","Stanton County","286","1,314","1,791","676",7,32.3,44,16.6,"NE","Nebraska"
"NE","Thayer County","267","1,280","1,369","721",7.3,35.2,37.6,19.8,"NE","Nebraska"
"NE","Thomas County","35","137","183","112",7.5,29.3,39.2,24,"NE","Nebraska"
"NE","Thurston County","480","1,272","1,470","646",12.4,32.9,38,16.7,"NE","Nebraska"
"NE","Valley County","225","1,083","996","681",7.5,36.3,33.4,22.8,"NE","Nebraska"
"NE","Washington County","589","4,267","4,761","4,175",4.3,30.9,34.5,30.3,"NE","Nebraska"
"NE","Wayne County","224","1,359","1,916","1,841",4.2,25.4,35.9,34.5,"NE","Nebraska"
"NE","Webster County","194","868","862","562",7.8,34.9,34.7,22.6,"NE","Nebraska"
"NE","Wheeler County","31","220","280","111",4.8,34.3,43.6,17.3,"NE","Nebraska"
"NE","York County","584","2,746","3,364","2,618",6.3,29.5,36.1,28.1,"NE","Nebraska"
"NV","Nevada","274,163","563,229","678,710","485,348",13.7,28.1,33.9,24.2,"NV","Nevada"
"NV","Churchill County","1,492","5,327","6,767","2,880",9.1,32.4,41.1,17.5,"NV","Nevada"
"NV","Clark County","208,782","415,643","483,389","347,159",14.3,28.6,33.2,23.9,"NV","Nevada"
"NV","Douglas County","2,284","8,797","14,903","10,552",6.3,24.1,40.8,28.9,"NV","Nevada"
"NV","Elko County","4,906","9,833","12,408","6,055",14.8,29.6,37.4,18.2,"NV","Nevada"
"NV","Esmeralda County","94","325","223","127",12.2,42.3,29,16.5,"NV","Nevada"
"NV","Eureka County","90","516","563","155",6.8,39,42.5,11.7,"NV","Nevada"
"NV","Humboldt County","1,803","3,775","3,632","1,789",16.4,34.3,33,16.3,"NV","Nevada"
"NV","Lander County","558","1,428","1,280","427",15.1,38.7,34.7,11.6,"NV","Nevada"
"NV","Lincoln County","540","1,225","1,317","665",14.4,32.7,35.1,17.7,"NV","Nevada"
"NV","Lyon County","4,907","12,395","15,496","5,329",12.9,32.5,40.6,14,"NV","Nevada"
"NV","Mineral County","432","1,228","1,207","482",12.9,36.7,36,14.4,"NV","Nevada"
"NV","Nye County","4,816","12,475","12,639","3,890",14.2,36.9,37.4,11.5,"NV","Nevada"
"NV","Pershing County","945","1,740","1,712","762",18.3,33.7,33.2,14.8,"NV","Nevada"
"NV","Storey County","162","942","1,136","902",5.2,30,36.2,28.7,"NV","Nevada"
"NV","Washoe County","36,417","74,194","105,108","94,467",11.7,23.9,33.9,30.5,"NV","Nevada"
"NV","White Pine County","996","2,681","2,336","1,053",14.1,37.9,33.1,14.9,"NV","Nevada"
"NV","Carson City","4,939","10,705","14,594","8,654",12.7,27.5,37.5,22.3,"NV","Nevada"
"NH","New Hampshire","67,607","263,005","274,078","347,425",7.1,27.6,28.8,36.5,"NH","New Hampshire"
"NH","Belknap County","3,336","12,773","14,160","14,527",7.4,28.5,31.6,32.4,"NH","New Hampshire"
"NH","Carroll County","2,286","11,072","11,220","12,435",6.2,29.9,30.3,33.6,"NH","New Hampshire"
"NH","Cheshire County","3,713","16,625","15,407","17,288",7,31.3,29.1,32.6,"NH","New Hampshire"
"NH","Coos County","2,779","9,801","7,447","4,415",11.4,40.1,30.5,18.1,"NH","New Hampshire"
"NH","Grafton County","4,538","16,968","15,927","25,442",7.2,27,25.3,40.5,"NH","New Hampshire"
"NH","Hillsborough County","23,576","75,884","81,270","107,563",8.2,26.3,28.2,37.3,"NH","New Hampshire"
"NH","Merrimack County","6,698","29,457","32,092","37,668",6.3,27.8,30.3,35.6,"NH","New Hampshire"
"NH","Rockingham County","11,565","55,297","63,927","89,911",5.2,25.1,29,40.7,"NH","New Hampshire"
"NH","Strafford County","6,270","23,287","24,040","29,644",7.5,28,28.9,35.6,"NH","New Hampshire"
"NH","Sullivan County","2,846","11,841","8,588","8,532",8.9,37.2,27,26.8,"NH","New Hampshire"
"NJ","New Jersey","641,113","1,683,568","1,420,805","2,384,056",10.5,27.5,23.2,38.9,"NJ","New Jersey"
"NJ","Atlantic County","24,304","59,511","50,832","50,736",13.1,32.1,27.4,27.4,"NJ","New Jersey"
"NJ","Bergen County","50,921","153,824","133,974","316,107",7.8,23.5,20.5,48.3,"NJ","New Jersey"
"NJ","Burlington County","20,101","88,538","87,027","117,276",6.4,28.3,27.8,37.5,"NJ","New Jersey"
"NJ","Camden County","40,216","104,485","92,295","110,463",11.6,30.1,26.6,31.8,"NJ","New Jersey"
"NJ","Cape May County","6,156","22,758","18,982","21,980",8.8,32.6,27.2,31.5,"NJ","New Jersey"
